,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,1484,1506,1510,1585,1589,1615,CSA-3-S-055,CSA-3-S-090,CSA-3-S-30,CSA-3-S-31
ENSG00000188677,645.4643567,-0.88255446,0.254880784,-3.462616702,0.00053495,0.006929893,PARVB,532.3713639,394.9268125,422.2409917,533.1726535,390.9283244,814.4468714,1241.715832,570.7244087,786.8271312,767.2891773
ENSG00000180992,169.4160484,-0.882477458,0.280036829,-3.151290711,0.001625506,0.014741812,MRPL14,117.449017,135.076417,78.63597416,145.4107237,119.2779544,162.5136203,179.2047989,210.4799238,243.8643029,302.247752
ENSG00000197771,1318.20353,-0.881653492,0.254637167,-3.462391228,0.000535398,0.006929893,MCMBP,1126.355327,777.2617557,550.4518191,1246.089118,1025.928301,1083.111007,1945.817268,1529.015215,1877.963563,2020.041925
ENSG00000134109,1668.548408,-0.880986965,0.275501724,-3.197754812,0.00138502,0.013221082,EDEM1,1329.484365,1058.861744,743.6227992,1488.440324,1325.846857,1446.653036,2245.262706,1748.602444,2269.813896,3028.895908
ENSG00000163602,947.8707812,-0.880853888,0.315805618,-2.789228047,0.005283385,0.032894257,RYBP,727.7988266,484.2146136,362.4092722,1033.022016,849.4245074,672.5997231,1037.075514,1327.642596,1305.820391,1678.700352
ENSG00000198900,1348.227872,-0.880244599,0.203417812,-4.327273941,1.51E-05,0.000634739,TOP1,876.0541432,931.7983345,844.4819834,1093.609818,1000.417987,1242.806472,1841.762869,1920.629304,1706.007965,2024.709844
ENSG00000103591,576.176324,-0.880167963,0.228505044,-3.851853542,0.000117227,0.002508644,AAGAB,396.6311066,402.9398203,340.1860621,532.1628568,358.5233311,604.9639968,847.4652749,587.9270947,881.6632489,809.3004479
ENSG00000100603,702.2132446,-0.879963266,0.309021904,-2.847575707,0.004405361,0.02911276,SNW1,482.3111272,453.3072979,271.8069542,637.1817127,668.783906,453.7229976,916.8348745,961.3265749,946.2768677,1230.580133
ENSG00000171453,530.3252416,-0.879156908,0.254073808,-3.46024218,0.00053969,0.006964568,POLR1C,432.2508904,378.900797,258.1311326,439.2615611,357.1443952,508.2073327,1074.072634,574.7720995,630.5038601,650.0077137
ENSG00000080822,1261.139595,-0.878987583,0.301849899,-2.912002245,0.003591201,0.025416355,CLDND1,927.0770768,807.024356,435.9168133,1207.716844,1163.132422,933.7487776,1390.860472,1986.40428,1694.544259,2064.970645
ENSG00000148943,1263.005815,-0.878717913,0.294441198,-2.984357893,0.002841742,0.021568113,LIN7C,989.6523727,651.3430618,408.5651701,1273.353629,1298.957607,783.4471635,1758.519349,1785.031661,1832.108737,1849.079394
ENSG00000113387,1009.906783,-0.878549222,0.288901129,-3.041003077,0.002357914,0.018918122,SUB1,669.0743181,408.6633973,731.6564553,1031.002423,741.1780402,774.0533127,1060.198714,1507.764838,1660.153139,1515.323189
ENSG00000170473,184.0934613,-0.878437734,0.29219696,-3.006320575,0.002644301,0.020495736,PYM1,93.38159548,96.15609349,128.2108274,177.7242178,155.1302875,193.5133282,226.6073586,180.1222424,276.1711123,313.9175494
ENSG00000185627,848.6467238,-0.877758727,0.252155642,-3.481019584,0.000499509,0.006644946,PSMD13,574.7300258,421.2552667,557.2897299,829.0430843,632.242105,780.6290083,1119.162873,909.7185166,1325.621339,1336.775289
ENSG00000153250,4089.450425,-0.877750709,0.295059845,-2.974822644,0.00293158,0.022028268,RBMS1,3771.8463,2605.372247,1634.26068,3577.70968,3067.442884,4485.563796,5704.493406,3117.733871,6382.158081,6547.923307
ENSG00000162616,829.1749213,-0.876948635,0.333038601,-2.633174147,0.008459096,0.04528024,DNAJB4,545.84912,478.4910366,249.5837441,863.3761718,877.6926931,672.5997231,669.416636,1700.030153,1174.508843,1060.201091
ENSG00000226479,784.9661218,-0.876383584,0.242770233,-3.609930153,0.000306279,0.004838469,TMEM185B,628.64105,469.3333134,432.4978579,659.39724,585.3582847,739.2960644,1609.37471,852.0389221,895.2112658,978.5125098
ENSG00000069345,882.9060848,-0.876002623,0.262032167,-3.343111009,0.000828448,0.009280729,DNAJA2,572.8046321,440.7154285,394.8893485,967.3852311,793.5776039,590.8732205,1357.331832,1250.73647,1265.176341,1195.570741
ENSG00000132305,963.9005072,-0.875977082,0.223909152,-3.912198652,9.15E-05,0.002108594,IMMT,631.5291406,631.8829001,646.1825703,773.5042662,718.425598,994.8088084,1287.962232,947.1596569,1420.457457,1587.092443
ENSG00000124214,1740.005274,-0.875902005,0.235494111,-3.719422118,0.000199679,0.003590129,STAU1,1284.237612,1156.162553,1010.30132,1526.812599,1168.648166,1475.773974,2950.520302,2018.785807,2180.188554,2628.621859
ENSG00000125812,561.1797403,-0.87563233,0.284197898,-3.081065474,0.002062613,0.017325018,GZF1,424.5493155,421.2552667,329.9291959,426.1342041,376.4494976,547.6615064,633.5756762,453.3413743,990.0473836,1008.853983
ENSG00000089220,1570.939025,-0.875535862,0.287737308,-3.042830515,0.002343643,0.018836343,PEBP1,1201.445682,872.2731338,547.0328637,1663.135152,1432.714388,1124.443951,2516.960305,2140.216532,1855.03615,2356.13209
ENSG00000147955,420.9913164,-0.875344846,0.256298628,-3.415331771,0.000637044,0.007785587,SIGMAR1,338.8692949,248.4032415,259.8406103,337.2720952,307.5027032,479.086395,754.9724754,340.0060307,557.5530002,586.407318
ENSG00000004142,835.7894978,-0.875144539,0.216767623,-4.037247477,5.41E-05,0.001498313,POLDIP2,619.9767782,610.1333075,558.9992076,586.6918781,572.9478617,880.2038276,1395.485112,834.8362361,1059.871778,1238.748991
ENSG00000112658,622.3152844,-0.875124726,0.336281015,-2.602361375,0.009258424,0.048216036,SRF,382.1906537,464.7544519,630.797271,359.4876224,383.3441771,903.6884548,1365.424952,376.4352483,620.0823087,736.9477042
ENSG00000147687,411.8059509,-0.874982505,0.274536673,-3.187124315,0.00143695,0.013568413,TATDN1,288.8090582,231.2325105,129.9203051,383.722743,461.2540548,333.4817063,645.1372761,523.1640413,600.281361,521.0564528
ENSG00000119699,1668.505349,-0.874804344,0.278966011,-3.135881472,0.001713384,0.015319732,TGFB3,884.7184149,1230.569054,1396.64328,1579.322027,782.5461168,1738.801798,1686.83743,2248.492262,1845.656754,3291.466349
ENSG00000163382,665.3458843,-0.874435278,0.244400301,-3.577881347,0.000346391,0.005215048,NAXE,474.6095523,400.6503895,461.5589788,490.7611924,521.9272339,864.2342811,1307.616952,644.5947665,738.8879947,748.6175015
ENSG00000132589,1060.902422,-0.874291015,0.270103584,-3.236873066,0.001208472,0.012020199,FLOT2,836.5835719,675.3820852,627.3783156,851.2586115,710.8414506,1584.742644,1541.161271,798.4070185,1092.178587,1891.090664
ENSG00000164323,1254.427676,-0.874125096,0.283672382,-3.081459994,0.002059882,0.017311832,CFAP97,931.8905611,682.2503776,475.2348004,1320.814073,1145.206256,892.4158338,1737.708469,1462.228317,1992.600629,1903.927442
ENSG00000153975,187.6900232,-0.874095613,0.281825772,-3.101546061,0.001925129,0.016567004,ZUP1,113.5982296,127.0634093,100.8591843,197.9201517,125.4831659,155.9379246,237.0127986,227.6826098,294.9299048,296.4128533
ENSG00000119318,2453.287045,-0.873905869,0.266465124,-3.279625702,0.001039449,0.010868458,RAD23B,1729.966259,1505.300749,1169.282746,2468.952912,1896.036847,2043.162567,3652.309418,2562.188303,3486.008945,4019.661706
ENSG00000102755,2064.076078,-0.873553113,0.276978035,-3.153871431,0.001611201,0.014674576,FLT1,1628.883088,1576.273104,953.8885562,1575.28284,1541.650324,1612.924196,3912.445416,1939.855836,2992.027409,2907.530016
ENSG00000196591,903.4357737,-0.873495424,0.27108627,-3.222204594,0.001272083,0.012502731,HDAC2,795.1876069,526.5690834,314.5438967,931.0325502,715.6677262,840.7496539,1136.505273,1016.982324,1479.8603,1277.259323
ENSG00000112699,379.2785597,-0.873373998,0.310150511,-2.815968268,0.004863047,0.031080031,GMDS,222.3829748,304.494296,432.4978579,218.1160855,194.4299603,473.4500844,746.8793555,303.5768131,461.6747273,435.2834421
ENSG00000154328,241.0407897,-0.873305195,0.303755796,-2.875023966,0.004039968,0.027495766,NEIL2,203.1290376,111.0373937,211.9752347,203.9789318,122.7252941,309.9970791,443.9654373,205.4203102,301.1828356,296.9963432
ENSG00000162695,1527.471127,-0.873218892,0.270001862,-3.234121745,0.001220174,0.012104292,SLC30A7,1230.326588,921.4958959,565.8371184,1630.821658,1169.337634,1382.77485,2005.937588,1631.219409,2609.556472,2127.404061
ENSG00000144843,279.7248781,-0.872750827,0.262249507,-3.32794078,0.000874905,0.009645306,ADPRH,234.898034,165.9837328,169.2382922,262.54714,160.646031,308.1183089,406.9683175,250.9568322,418.9463665,418.9457257
ENSG00000147533,677.7968857,-0.872401733,0.304839767,-2.861837026,0.004211934,0.028285145,GOLGA7,649.8203809,273.5869803,232.4889671,757.3475191,628.1052973,443.3897616,1087.946553,814.5977819,890.0004901,1000.685125
ENSG00000198121,2986.865189,-0.872030514,0.260238556,-3.350888997,0.000805526,0.009103888,LPAR1,2250.78526,1614.048712,1218.8576,3250.535552,2329.712184,1904.133574,5607.375966,4044.655073,3929.967035,3718.580933
ENSG00000100519,947.349772,-0.87192641,0.279989274,-3.114142183,0.001844806,0.016092813,PSMC6,635.379928,738.3414321,362.4092722,817.9353206,801.1617513,776.8714679,996.609914,1375.202963,1649.731588,1319.854083
ENSG00000166311,511.6161713,-0.871456843,0.29260036,-2.978317737,0.002898354,0.021878936,SMPD1,477.4976429,362.8747814,239.3268779,461.4770883,274.4082418,618.115388,765.3779154,413.8763885,685.7380825,817.4693061
ENSG00000079739,871.0418048,-0.871021688,0.303722546,-2.867820311,0.004133102,0.027912952,PGM1,506.3785487,551.7528221,502.5864436,1026.963236,506.0694711,707.3569714,1284.493752,905.6708258,1246.417548,1472.728429
ENSG00000105254,462.3793368,-0.870780415,0.278745677,-3.123924378,0.001784563,0.015795509,TBCB,321.5407515,327.388604,201.7183685,474.6044453,321.2920621,486.6014757,734.1615956,532.2713457,472.0962787,752.1184408
ENSG00000168092,1725.773185,-0.870702802,0.316994633,-2.746743037,0.006019027,0.035749592,PAFAH1B2,1488.329347,947.8243501,463.2684565,1907.505951,1603.702439,1405.320092,2160.863027,2180.693441,2402.167599,2698.057153
ENSG00000154813,473.3893257,-0.87070144,0.281724546,-3.090612631,0.00199744,0.016994627,DPH3,276.293999,357.1512044,189.7520246,521.0550931,317.8447223,362.602644,739.9423955,749.8347284,653.4312732,565.9851726
ENSG00000064703,383.049714,-0.870525032,0.295620907,-2.944734324,0.003232321,0.023512807,DDX20,295.5479362,256.4162493,147.0150821,378.6737596,295.0922802,481.9045502,418.5299175,337.9821853,663.8528246,555.482355
ENSG00000185896,3889.233201,-0.869991792,0.286116299,-3.040692874,0.002360345,0.018920829,LAMP1,3893.146104,2290.575513,1670.159712,3501.974928,2652.383182,3603.481198,7690.776274,3581.194472,4559.42874,5449.211884
ENSG00000162636,1689.077458,-0.869761237,0.335728467,-2.590668717,0.009578965,0.049334651,EEIG2,1294.827278,956.9820733,519.6812206,2009.495417,1356.872914,930.9306224,1826.732789,3434.465679,2185.39933,2375.387255
ENSG00000163634,362.4456073,-0.86956167,0.266358656,-3.264627037,0.001096083,0.011243714,THOC7,215.6440968,207.1934872,184.6235915,314.0467713,371.623222,268.6641352,529.5212768,518.1044277,479.3913647,535.6436995
ENSG00000144566,1158.897273,-0.869431971,0.277944012,-3.128083122,0.001759504,0.015624313,RAB5A,771.1201854,794.4324867,358.9903168,1244.069525,970.0813977,898.0521443,1573.53375,1864.973555,1708.092275,1405.627094
ENSG00000033867,1969.566226,-0.869227448,0.262864511,-3.306750862,0.000943848,0.010131836,SLC4A7,1714.563109,1176.76743,1078.680428,1681.311492,1365.835998,1600.71219,2402.500465,2010.690426,3639.205751,3025.394969
ENSG00000123684,1640.410356,-0.868583843,0.258498967,-3.360105668,0.000779127,0.00888506,LPGAT1,1260.170191,887.154434,760.7175762,1777.242178,1235.526556,1439.137955,2508.867185,1667.648627,2492.835096,2374.803766
ENSG00000273841,394.9711483,-0.868569059,0.261629274,-3.319846615,0.000900669,0.009818711,TAF9,261.8535461,241.5349491,215.3941901,295.8704308,385.4125809,267.7247501,593.1100764,553.5217226,547.1314488,588.1577877
ENSG00000160712,1897.690585,-0.867669514,0.310996288,-2.789967425,0.005271334,0.03286041,IL6R,1293.864581,1622.06172,917.9895245,1224.883388,1589.223612,1170.47382,3913.601576,2301.112243,2257.308035,2686.387356
ENSG00000086544,1052.231461,-0.867438657,0.323315443,-2.682948421,0.007297624,0.040868342,ITPKC,484.2365209,770.3934633,1076.970951,773.5042662,650.8577395,1374.320384,1996.688308,1638.302868,758.6889424,998.3511654
ENSG00000136867,413.3732974,-0.866320038,0.297585933,-2.911159242,0.003600904,0.025472938,SLC31A2,285.9209676,277.0211265,295.739642,333.2329084,269.5819662,335.3604765,452.0585573,377.447171,660.7263591,846.6437995
ENSG00000113068,464.1994346,-0.866186047,0.280980961,-3.082721495,0.00205117,0.017279704,PFDN1,432.2508904,267.8634033,153.8529929,456.4281049,386.1020488,381.3903458,626.6387162,665.8451434,573.1853273,698.4373728
ENSG00000164096,1416.328098,-0.86612778,0.319201284,-2.713421976,0.006659225,0.038322682,C4orf3,1179.303654,699.4211086,454.721068,1564.175076,1369.283337,895.233989,1800.141109,2195.872282,1728.935378,2276.193978
ENSG00000184432,3197.418783,-0.865512662,0.302801325,-2.858351631,0.004258482,0.028463083,COPB2,2447.17542,2339.798275,1071.842517,3045.546824,2593.088939,2587.066533,3467.323819,3962.689334,5280.600097,5179.056075
ENSG00000140403,391.7466599,-0.865439471,0.260361145,-3.323996256,0.000887374,0.009735964,DNAJA4,254.1519712,288.4682805,403.436737,232.2532392,224.7665499,331.6029361,508.7103969,533.2832684,559.6373105,581.1559092
ENSG00000168246,574.8758153,-0.865339769,0.277008663,-3.123872593,0.001784877,0.015795509,UBTD2,389.8922286,295.3365729,220.5226232,682.6225639,506.0694711,410.5112835,871.7446347,745.7870376,842.0613536,784.2103835
ENSG00000142867,509.7846272,-0.865131795,0.294712042,-2.935515597,0.003329939,0.024010456,BCL10,437.0643747,273.5869803,222.2321009,474.6044453,444.0173562,353.2087932,625.4825562,649.6543801,721.1713573,896.8239282
ENSG00000184182,142.0729241,-0.86457161,0.288778518,-2.993891703,0.002754437,0.021110494,UBE2F,140.5537417,99.59023968,46.15589788,116.1266196,106.8675314,135.2714527,232.3881586,148.7526384,209.4731833,185.5497782
ENSG00000148572,297.8483604,-0.864030194,0.307175413,-2.812823417,0.004910861,0.031287192,NRBF2,202.1663407,170.5625944,128.2108274,279.7136837,292.3344084,188.8164027,331.817918,380.4829391,544.0049834,460.3735064
ENSG00000136827,475.0144718,-0.863905532,0.256425871,-3.36902641,0.000754342,0.008707805,TOR1A,339.8319918,317.0861654,264.9690434,470.5652585,298.5396199,470.6319292,825.498235,516.0805823,535.6677423,711.27415
ENSG00000104691,174.076862,-0.863474141,0.269580592,-3.203027838,0.001359908,0.013072503,UBXN8,126.1132887,149.9577172,94.02127346,137.3323501,108.2464673,160.6348501,287.8838383,171.0149381,265.7495609,239.814336
ENSG00000099203,217.8637244,-0.863471777,0.272145389,-3.172832655,0.001509595,0.014010283,TMED1,136.7029542,163.694302,150.4340375,170.655641,150.3040119,157.8166948,358.4095978,267.1475955,275.1289571,348.3434516
ENSG00000106591,463.3532884,-0.86339042,0.220391672,-3.917527422,8.95E-05,0.002078611,MRPL32,380.26526,302.2048652,232.4889671,362.5170125,370.2442861,373.8752651,600.0470364,717.4532017,655.5155834,638.9214062
ENSG00000135932,1714.043462,-0.863216283,0.277943707,-3.105723426,0.001898142,0.016407154,CAB39,1364.141452,1078.321906,702.5953344,1572.25345,1467.187786,1320.775434,1913.444788,2119.978078,2828.409052,2773.327346
ENSG00000151014,182.3359082,-0.862999906,0.304635613,-2.832892378,0.004612891,0.030063466,NOCT,132.8521668,80.13007791,189.7520246,126.2245865,119.2779544,216.0585703,328.349438,166.9672472,195.9251664,267.8218497
ENSG00000138363,611.9559284,-0.862987571,0.2404398,-3.589204322,0.000331689,0.005101983,ATIC,440.9151622,534.5820912,417.1125586,414.0166438,368.1758823,693.2661951,1059.042554,557.5694134,740.972305,893.9064789
ENSG00000130811,1079.565629,-0.862798618,0.239426598,-3.603603877,0.000313835,0.004918732,EIF3G,772.0828822,641.0406232,500.8769659,1007.777099,954.9131029,953.4758645,1852.168309,1500.681379,1151.58143,1461.058631
ENSG00000008513,1928.642103,-0.862781735,0.325632572,-2.649555999,0.008059761,0.04377145,ST3GAL1,1220.699619,1532.773919,1114.57946,1473.293374,1436.161728,1446.653036,4700.946532,1587.706733,2250.012949,2523.593682
ENSG00000100664,2912.956229,-0.862455615,0.256445373,-3.363116301,0.000770679,0.008825946,EIF5,3183.638518,1513.313757,888.9284036,2603.255872,2392.453767,1870.315711,5184.221409,4557.699888,3738.210489,3197.52448
ENSG00000129696,296.7847033,-0.862357999,0.189762492,-4.544407009,5.51E-06,0.00031103,TTI2,230.0845497,177.4308868,170.9477699,245.3805962,232.3506972,315.6333896,478.6502371,357.2087168,405.3983497,354.7618402
ENSG00000177733,1577.899693,-0.862244865,0.242774548,-3.551627929,0.000382856,0.005583626,HNRNPA0,1202.408379,881.430857,658.1489142,1487.430528,1471.324593,1269.109254,2763.222383,2217.122658,1773.748049,2055.051318
ENSG00000064102,273.0062585,-0.861770435,0.31623389,-2.725104617,0.006428112,0.037390945,INTS13,193.502069,184.2991792,124.791872,240.3316127,234.4191011,258.3308992,331.817918,201.3726194,529.4148114,431.7825028
ENSG00000104064,438.9040603,-0.861366677,0.23467741,-3.670428595,0.000242144,0.004117155,GABPB1,290.7344519,288.4682805,241.0363556,380.6933529,359.9022669,350.3906379,678.6659159,579.831713,576.3117928,643.0058353
ENSG00000178381,239.5854337,-0.861351883,0.251981154,-3.418318661,0.000630093,0.007716955,ZFAND2A,174.2481318,159.1154404,129.9203051,209.0279153,179.2616655,175.6650115,351.4726379,356.1967941,303.2671459,357.6792895
ENSG00000010270,419.5482152,-0.861253195,0.320708422,-2.68547109,0.007242764,0.040660413,STARD3NL,345.608173,201.4699102,218.8131455,433.2027809,322.670998,399.2386625,321.4124781,467.5082922,794.1222171,691.4354944
ENSG00000117500,1318.802166,-0.861064234,0.245245913,-3.511023791,0.000446384,0.006189172,TMED5,1132.131508,660.500785,875.252582,1119.864532,918.3713019,1040.838678,1875.291509,1474.371389,2129.122952,1962.276428
ENSG00000171204,433.5349124,-0.8610504,0.313989572,-2.742289799,0.006101249,0.03609411,TMEM126B,298.4360268,243.8243799,136.7582159,527.1138733,390.9283244,416.1475941,416.2175975,576.7959449,726.382133,602.7450344
ENSG00000179295,3549.228844,-0.861039112,0.232030736,-3.710883855,0.000206537,0.003673546,PTPN11,2520.340381,2091.395033,1518.016197,3535.298219,2948.16493,2930.881475,6703.415639,5683.969864,3883.070054,3677.736642
ENSG00000165280,2781.431093,-0.860852864,0.166504445,-5.170149443,2.34E-07,3.04E-05,VCP,2007.222954,1925.411301,1829.141138,2269.013167,1851.221431,3344.210914,3698.555818,3252.319591,3737.168334,3900.046282
ENSG00000163162,1449.055842,-0.860265177,0.239610009,-3.590272288,0.000330333,0.005089002,RNF149,1028.160247,1070.308898,888.9284036,1099.668598,1060.401698,1211.806764,1711.11679,1690.922849,2371.9451,2357.29907
